"word","translation","transcription","level","lang"
приземляться,着陆，降落,prizemlyatsya,A2,ru
прилагательное,形容词,prilagatelnoe,A2,ru
прилетать,飞抵，到达乘飞机,priletat,A2,ru
пример,例子，榜样,primer,A2,ru
примерно,大约，大概,primerno,A2,ru
природа,自然，大自然,priroda,A2,ru
приставка,前缀，附件,pristavka,A2,ru
присылать,寄来，送来（未完成体），送来,prisylat,A2,ru
прихожая,门厅，玄关,prikhozhaya,A2,ru
причастие,形动词，圣餐,prichastie,A2,ru
приятный,愉快的，舒服的,priyatnyy,A2,ru
пробовать,尝试，品尝,probovat,A2,ru
проверка,检查，检验,proverka,A2,ru
проверять,检查，核实,proveryat,A2,ru
провести,度过，进行，引导（完成体），引导,provesti,A2,ru
продавать,卖，出售,prodavat,A2,ru
продолжать,继续,prodolzhat,A2,ru
продолжение,继续，续集,prodolzhenie,A2,ru
продукт,产品，食品,produkt,A2,ru
проезд,通行，车费，通道,proezd,A2,ru
проехать,驶过，乘车经过,proekhat,A2,ru
происходить,发生，来自,proiskhodit,A2,ru
проспать,睡过头，睡着错过,prospat,A2,ru
простыня,床单,prostynya,A2,ru
просыпаться,醒来，睡醒,prosypatsya,A2,ru
просьба,请求，要求,prosba,A2,ru
профессия,职业,professiya,A2,ru
профессор,教授,professor,A2,ru
проходить,通过，走过，学习,prokhodit,A2,ru
прочесть,阅读，读完（完成体），读完,prochest,A2,ru
прощание,告别，离别,proshchanie,A2,ru
прощаться,告别，告辞,proshchatsya,A2,ru
прощение,原谅，宽恕,proshchenie,A2,ru
прыгать,跳，跳跃,prygat,A2,ru
прямо,笔直地，直接地,pryamo,A2,ru
птица,鸟,ptitsa,A2,ru
путешественник,旅行者，游客,puteshestvennik,A2,ru
путешествие,旅行，旅程,puteshestvie,A2,ru
путешествовать,旅行,puteshestvovat,A2,ru
путь,道路，途径，方法,put,A2,ru
пятидесятый,第五十,pyatidesyatyy,A2,ru
пятисотый,第五百,pyatisotyy,A2,ru
пятнадцатый,第十五,pyatnadtsatyy,A2,ru
пятый,第五,pyatyy,A2,ru
радио,无线电，收音机,radio,A2,ru
разбудить,叫醒，唤醒,razbudit,A2,ru
разве,难道，真的吗,razve,A2,ru
разводиться,离婚，稀释,razvoditsya,A2,ru
разговаривать,谈话，交谈,razgovarivat,A2,ru
различать,区分，辨别,razlichat,A2,ru
различаться,有区别，不同,razlichatsya,A2,ru
размер,尺寸，大小，尺码,razmer,A2,ru
разный,不同的，各种各样的,raznyy,A2,ru
разрешать,允许，解决,razreshat,A2,ru
район,区，地区,rayon,A2,ru
рано,早，提前,rano,A2,ru
раньше,以前，较早,ranshe,A2,ru
расписание,时间表，日程表,raspisanie,A2,ru
распродажа,甩卖，大减价,rasprodazha,A2,ru
расcвет,黎明，拂晓,rassvet,A2,ru
рассказ,短篇小说，故事,rasskaz,A2,ru
расстояние,距离，间距,rasstoyanie,A2,ru
расти,生长，成长，增长,rasti,A2,ru
редко,很少，不经常,redko,A2,ru
резать,切，割，剪,rezat,A2,ru
резервировать,预订，保留,rezervirovat,A2,ru
рейс,航班，航次,reys,A2,ru
река,河，河流,reka,A2,ru
реклама,广告,reklama,A2,ru
ресторан,餐厅，饭馆,restoran,A2,ru
речь,演讲，言语，话语,rech,A2,ru
родительный,第二格的，属格的,roditelnyy,A2,ru
рождество,圣诞节,rozhdestvo,A2,ru
рождество христово,耶稣圣诞节,rozhdestvo khristovo,A2,ru
роза,玫瑰花,roza,A2,ru
розетка,插座，插孔,rozetka,A2,ru
роль,角色，作用,rol,A2,ru
россиянин,俄罗斯人（男性），俄罗斯人,rossiyanin,A2,ru
ругать,责骂，批评,rugat,A2,ru
рф,俄罗斯联邦,rf,A2,ru
рыбный,鱼的，鱼制的,rybnyy,A2,ru
рюкзак,背包,ryukzak,A2,ru
рюмка,小酒杯，烈酒杯,ryumka,A2,ru
рядом,在旁边，附近,ryadom,A2,ru
с,和，与，带有，从,s,A2,ru
с ... до ...,从...到...,s ... do ...,A2,ru
с удовольствием,很乐意，愉快地,s udovolstviem,A2,ru
сад,花园，果园,sad,A2,ru
садиться,坐下，上车，种植,saditsya,A2,ru
сайт,网站,sayt,A2,ru
салфетка,餐巾纸，小毛巾,salfetka,A2,ru
сам,自己，本人,sam,A2,ru
самый,最，正是,samyy,A2,ru
сандалии,凉鞋，便鞋,sandalii,A2,ru
сбоку,从侧面，在侧面,sboku,A2,ru
свежий,新鲜的，清新的,svezhiy,A2,ru
свекла,甜菜，红菜头,svekla,A2,ru
сверху,从上面，在上面,sverkhu,A2,ru
свобода,自由,svoboda,A2,ru
свой,自己的,svoy,A2,ru
сдавать экзамен,参加考试，应考,sdavat ekzamen,A2,ru
седьмой,第七,sedmoy,A2,ru
семейный,家庭的，家人的,semeynyy,A2,ru
семидесятый,第七十,semidesyatyy,A2,ru
семисотый,第七百,semisotyy,A2,ru
семнадцатый,第十七,semnadtsatyy,A2,ru
середина,中间，中部,seredina,A2,ru
сзади,从后面，在后面,szadi,A2,ru
сила,力量，力气,sila,A2,ru
сильно,很，非常，强烈地,silno,A2,ru
сильный,强壮的，强大的，强烈的,silnyy,A2,ru
сказка,童话，故事,skazka,A2,ru
скайп,Skype网络电话,skayp,A2,ru
скидка,折扣，打折,skidka,A2,ru
сковорода,煎锅，平底锅,skovoroda,A2,ru
скорость,速度,skorost,A2,ru
скучать,想念，感到无聊,skuchat,A2,ru
слабый,弱的，虚弱的，微弱的,slabyy,A2,ru
слева,从左边，在左边,sleva,A2,ru
слеза,眼泪,sleza,A2,ru
сливочный,奶油的，含奶油的,slivochnyy,A2,ru
словосочетание,词组，短语,slovosochetanie,A2,ru
сломать,打破，弄坏,slomat,A2,ru
случай,情况，事件，机会,sluchay,A2,ru
случаться,发生，遇到,sluchatsya,A2,ru
слышать,听见，听到,slyshat,A2,ru
слышно,听得见,slyshno,A2,ru
см,厘米,sm,A2,ru
смех,笑声,smekh,A2,ru
смешно,可笑地，滑稽地,smeshno,A2,ru
смешной,可笑的，滑稽的,smeshnoy,A2,ru
смеяться,笑，发笑,smeyatsya,A2,ru
смочь,能够，可以（完成体），可以,smoch,A2,ru
смс,短信,sms,A2,ru
снаружи,从外面，在外面,snaruzhi,A2,ru
сначала,首先，起初,snachala,A2,ru
снизу,从下面，在下面,snizu,A2,ru
совершенный,完成体的，完美的,sovershennyy,A2,ru
совет,建议，忠告，苏维埃,sovet,A2,ru
советовать,建议，劝告,sovetovat,A2,ru
современный,现代的，当代的,sovremennyy,A2,ru
совсем,完全，根本,sovsem,A2,ru
соединять,连接，联合,soedinyat,A2,ru
сожаление,遗憾，惋惜,sozhalenie,A2,ru
солить,加盐，腌制,solit,A2,ru
сонный,困倦的，想睡的,sonnyy,A2,ru
сообщение,消息，通知，通讯,soobshchenie,A2,ru
соревнование,比赛，竞赛,sorevnovanie,A2,ru
соревноваться,竞争，比赛,sorevnovatsya,A2,ru
сороковой,第四十,sorokovoy,A2,ru
соседний,邻近的，隔壁的,sosedniy,A2,ru
сотый,第一百,sotyy,A2,ru
союз,联盟，联合会，连接词,soyuz,A2,ru
спальня,卧室,spalnya,A2,ru
спереди,从前面，在前面,speredi,A2,ru
специальный,专门的，特别的,spetsialnyy,A2,ru
список,名单，清单,spisok,A2,ru
спокойно,安静地，平静地,spokoyno,A2,ru
спокойной ночи,晚安,spokoynoy nochi,A2,ru
спортзал,体育馆，健身房,sportzal,A2,ru
спортивная площадка,运动场,sportivnaya ploshchadka,A2,ru
спортплощадка,运动场,sportploshchadka,A2,ru
справа,从右边，在右边,sprava,A2,ru
справка,证明，参考信息,spravka,A2,ru
сразу,立刻，马上,srazu,A2,ru
средний,中等的，中间的,sredniy,A2,ru
срок годности,保质期，有效期,srok godnosti,A2,ru
срок действия,有效期,srok deystviya,A2,ru
срочный,紧急的，急件的,srochnyy,A2,ru
стадион,体育场,stadion,A2,ru
становиться,变成，成为,stanovitsya,A2,ru
старший,年长的，较大的，高级的,starshiy,A2,ru
стекло,玻璃，玻璃杯,steklo,A2,ru
стена,墙，墙壁,stena,A2,ru
стенка,墙，隔板，柜子,stenka,A2,ru
стиральная машина,洗衣机,stiralnaya mashina,A2,ru
стиральный порошок,洗衣粉,stiralnyy poroshok,A2,ru
стирать,洗（衣服），擦除，洗,stirat,A2,ru
стихи,诗歌，诗句,stikhi,A2,ru
сторона,方面，方向，侧,storona,A2,ru
странно,奇怪地，古怪地,stranno,A2,ru
страховка,保险,strakhovka,A2,ru
стрелка,箭头，指针,strelka,A2,ru
строго,严格地，严厉地,strogo,A2,ru
строить,建造，建设,stroit,A2,ru
стройный,苗条的，匀称的,stroynyy,A2,ru
строка,行，字符串,stroka,A2,ru
строчка,行，诗句,strochka,A2,ru
ступенька,台阶，梯级,stupenka,A2,ru
стучать,敲，敲打,stuchat,A2,ru
субтитры,字幕,subtitry,A2,ru
сувенир,纪念品,suvenir,A2,ru
сухой,干的，干燥的,sukhoy,A2,ru
счастливо,幸福地，幸运地,schastlivo,A2,ru
счастливый,幸福的，高兴的,schastlivyy,A2,ru
счастье,幸福，幸运,schaste,A2,ru
считать,认为，数数，计算,schitat,A2,ru
съесть,吃掉，吃完,sest,A2,ru
сытый,饱的，吃饱的,sytyy,A2,ru
таблетка,药片，药丸,tabletka,A2,ru
тапочки,拖鞋,tapochki,A2,ru
тв,电视,tv,A2,ru
творительный,第五格的，工具格的,tvoritelnyy,A2,ru
театр,剧院,teatr,A2,ru
телевизионный,电视的,televizionnyy,A2,ru
телефонный,电话的,telefonnyy,A2,ru
тем,更，越是（与形容词比较级连用），越是,tem,A2,ru
тема,主题，题目,tema,A2,ru
температура,温度，体温,temperatura,A2,ru
теперь,现在，目前,teper,A2,ru
терять,丢失，失去（未完成体），失去,teryat,A2,ru
тестирование,测试，测验,testirovanie,A2,ru
тетя,阿姨，姑妈，姨妈,tetya,A2,ru
техника,技术，设备,tekhnika,A2,ru
течь,流动，漏,tech,A2,ru
тихий,安静的，轻声的,tikhiy,A2,ru
тишина,安静，寂静,tishina,A2,ru
то же самое,同样的事情，一样,to zhe samoe,A2,ru
тобой,你（工具格），你,toboy,A2,ru
тогда,那时，那么,togda,A2,ru
тоже,也，也是,tozhe,A2,ru
ток-шоу,脱口秀，谈话节目,tok-shou,A2,ru
толкать,推，推动,tolkat,A2,ru
толстый,胖的，厚的,tolstyy,A2,ru
тонкий,薄的，细的，精致的,tonkiy,A2,ru
торопиться,匆忙，赶快,toropitsya,A2,ru
точно,准确地，的确,tochno,A2,ru
трава,草，草地,trava,A2,ru
тратить,花费，消耗,tratit,A2,ru
третий,第三,tretiy,A2,ru
трехсотый,第三百,trekhsotyy,A2,ru
тридцатый,第三十,tridtsatyy,A2,ru
тринадцатый,第十三,trinadtsatyy,A2,ru
труд,劳动，工作,trud,A2,ru
трудиться,劳动，努力工作,truditsya,A2,ru
туалетная бумага,卫生纸，厕纸,tualetnaya bumaga,A2,ru
туда,到那里，往那里,tuda,A2,ru
тумбочка,床头柜，小柜子,tumbochka,A2,ru
тупик,死胡同，僵局,tupik,A2,ru
туризм,旅游业，旅游,turizm,A2,ru
турникет,检票闸机，十字转门,turniket,A2,ru
тысячный,第一千,tysyachnyy,A2,ru
тянуть,拉，拖，抽,tyanut,A2,ru
убегать,跑开，逃跑,ubegat,A2,ru
убирать,收拾，整理，打扫,ubirat,A2,ru
уважаемый,尊敬的，敬爱的,uvazhaemyy,A2,ru
уважать,尊敬，尊重,uvazhat,A2,ru
увеличивать,增加，增大,uvelichivat,A2,ru
увеличиваться,增加，增大,uvelichivatsya,A2,ru
увидеть,看见，看到（完成体），看到,uvidet,A2,ru
угол,角，角落,ugol,A2,ru
удобный,方便的，舒适的,udobnyy,A2,ru
уже,已经,uzhe,A2,ru
узкий,窄的，狭窄的,uzkiy,A2,ru
узнавать,认出，得知,uznavat,A2,ru
улетать,飞走，起飞（未完成体），起飞,uletat,A2,ru
улыбаться,微笑,ulybatsya,A2,ru
улыбка,微笑,ulybka,A2,ru
ум,智慧，智力,um,A2,ru
уменьшать,减少，减小,umenshat,A2,ru
уменьшаться,减少，减小,umenshatsya,A2,ru
умножать,乘，乘法,umnozhat,A2,ru
университетский,大学的,universitetskiy,A2,ru
уносить,带走，拿走,unosit,A2,ru
упаковывать,包装，打包,upakovyvat,A2,ru
упасть,跌倒，落下,upast,A2,ru
упражнение,练习，锻炼,uprazhnenie,A2,ru
услышать,听见，听到（完成体），听到,uslyshat,A2,ru
уставать,疲倦，累,ustavat,A2,ru
устный,口头的,ustnyy,A2,ru
утренний,早晨的，上午的,utrenniy,A2,ru
утром,在早上，在上午,utrom,A2,ru
учебный,教学的，学习的,uchebnyy,A2,ru
ученый,科学家，学者,uchenyy,A2,ru
фитнес,健身,fitnes,A2,ru
форма,形式，形状，制服,forma,A2,ru
фотоаппарат,照相机，相机,fotoapparat,A2,ru
фотографировать,拍照，摄影,fotografirovat,A2,ru
фраза,句子，短语,fraza,A2,ru
фунт,磅（重量单位），英镑，磅,funt,A2,ru
футболист,足球运动员,futbolist,A2,ru
футболка,T恤衫,futbolka,A2,ru
халат,长袍，浴袍，工作服,khalat,A2,ru
характер,性格，特性,kharakter,A2,ru
хватит,够了，足够,khvatit,A2,ru
хвост,尾巴,khvost,A2,ru
химчистка,干洗店,khimchistka,A2,ru
хлопок,棉花，拍手声,khlopok,A2,ru
хобби,爱好，嗜好,khobbi,A2,ru
ходить по магазинам,逛商店，购物,khodit po magazinam,A2,ru
холл,大厅，门厅,kholl,A2,ru
хотеться,想要，希望（无人称），希望,khotetsya,A2,ru
худой,瘦的，差的,khudoy,A2,ru
худший,最差的，最坏的,khudshiy,A2,ru
хуже,更差，更坏,khuzhe,A2,ru
цветной,彩色的,tsvetnoy,A2,ru
цветок,花,tsvetok,A2,ru
целовать,亲吻（未完成体），亲吻,tselovat,A2,ru
центр,中心，中央,tsentr,A2,ru
цирк,马戏团，杂技,tsirk,A2,ru
цифра,数字，数码,tsifra,A2,ru
чаевые,小费,chaevye,A2,ru
часто,经常，常常,chasto,A2,ru
чего,什么,chego,A2,ru
чей,谁的,chey,A2,ru
чек,支票，小票,chek,A2,ru
чем,比，用什么（第五格）,chem,A2,ru
чемпионат,锦标赛，冠军赛,chempionat,A2,ru
через,穿过，经过，通过,cherez,A2,ru
честно,诚实地，老实说,chestno,A2,ru
честный,诚实的，正直的,chestnyy,A2,ru
четверо,四个，四,chetvero,A2,ru
четвертый,第四,chetvertyy,A2,ru
четырехсотый,第四百,chetyrekhsotyy,A2,ru
четырнадцатый,第十四,chetyrnadtsatyy,A2,ru
числительное,数词,chislitelnoe,A2,ru
чистить,清洁，清洗，削皮,chistit,A2,ru
чисто,干净地，纯粹地,chisto,A2,ru
чистый,干净的，纯粹的,chistyy,A2,ru
читатель,读者,chitatel,A2,ru
член,成员，器官，阴茎,chlen,A2,ru
член семьи,家庭成员,chlen semi,A2,ru
чтобы,为了，以便,chtoby,A2,ru
чувство,感觉，感情,chuvstvo,A2,ru
чувствовать,感觉，感受到,chuvstvovat,A2,ru
чувствовать себя,感觉自身状态,chuvstvovat sebya,A2,ru
чуть,稍微，一点儿,chut,A2,ru
чуть-чуть,一点点，稍微,chut-chut,A2,ru
шаг,步，步骤,shag,A2,ru
шампанское,香槟酒,shampanskoe,A2,ru
шар,球，球体,shar,A2,ru
шарф,围巾，披肩,sharf,A2,ru
шахматы,国际象棋,shakhmaty,A2,ru
шерсть,羊毛，毛线,sherst,A2,ru
шестеро,六个，六,shestero,A2,ru
шестидесятый,第六十,shestidesyatyy,A2,ru
шестисотый,第六百,shestisotyy,A2,ru
шестнадцатый,第十六,shestnadtsatyy,A2,ru
шестой,第六,shestoy,A2,ru
ширина,宽度,shirina,A2,ru
широкий,宽的，宽阔的,shirokiy,A2,ru
школьник,学生,shkolnik,A2,ru
школьный,学校的，学生的,shkolnyy,A2,ru
шоппинг,购物,shopping,A2,ru
шорты,短裤,shorty,A2,ru
шофер,司机，驾驶员,shofer,A2,ru
штука,个，件，东西,shtuka,A2,ru
шутить,开玩笑，说笑话,shutit,A2,ru
щенок,小狗，幼犬,shchenok,A2,ru
экскурсия,游览，参观,ekskursiya,A2,ru
электричка,电气火车，市郊列车,elektrichka,A2,ru
электронная почта,电子邮件,elektronnaya pochta,A2,ru
электронный,电子的,elektronnyy,A2,ru
юмор,幽默,yumor,A2,ru
ягода,浆果，莓,yagoda,A2,ru
языковой,语言的，语言学的,yazykovoy,A2,ru
яркий,明亮的，鲜艳的，鲜明的,yarkiy,A2,ru
ясно,清楚地，晴朗地，明白,yasno,A2,ru
ящик,箱子，抽屉，盒子,yashchik,A2,ru
